Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,PGN LABEL,PGN
-273878000,18FF19BE,TRUE,Rx,0,8,FF,FF,7C,6C,3B,1,FF,FF,Proprietary B,FF19
-273877000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273876000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273876000,0CFF4003,TRUE,Rx,0,8,3,0,0,0,FF,FF,FF,5,Proprietary B,FF40
-273872000,0CF00300,TRUE,Rx,0,8,FF,FE,1C,FF,FF,FF,98,FF,Electronic Engine Controller 2,F003
-273872000,0CF00400,TRUE,Rx,0,8,F0,FF,93,20,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273871000,1CFFF800,TRUE,Rx,0,8,73,0,0,FA,F8,FF,FF,FF,Proprietary B,FFF8
-273871000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273870000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,D8,0,FF,FC,Proprietary B,FF52
-273870000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,6F,D7,Proprietary B,FF71
-273870000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273869000,18FEA847,TRUE,Rx,0,8,7E,FF,FF,FF,FF,FF,FF,FF,Articulation Control,FEA8
-273868000,04EFFF05,TRUE,Rx,0,8,64,15,DF,F0,4D,18,10,0E,Proprietary A,EFFF
-273868000,0CFFF823,TRUE,Rx,0,8,80,C0,0,0,0,0,FF,FF,Proprietary B,FFF8
-273867000,10EFAF47,TRUE,Rx,0,8,F0,0D,F0,10,0,0,FF,FF,Proprietary A,EFAF
-273867000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-273867000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273866000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5B,Proprietary D,FF50
-273866000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,18,1C,FF,Electronic Transmission Controller 1,F002
-273866000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273866000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,62,Proprietary E,00FF
-273865000,0CFF1E03,TRUE,Rx,0,8,3,0,2,FF,83,F3,F0,5,Proprietary B,FF1E
-273865000,0CFF4103,TRUE,Rx,0,8,FF,FF,FF,FF,FF,80,53,90,Proprietary B,FF41
-273864000,08F00136,TRUE,Rx,0,8,FF,FF,FF,CF,FF,FF,FF,FF,Electronic Brake Controller 1,F001
-273863000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-273863000,18FFFBAF,TRUE,Rx,0,8,0,20,0,0,40,3,FF,FF,Proprietary B,FFFB
-273862000,0CF00300,TRUE,Rx,0,8,FF,FE,1C,FF,FF,FF,99,FF,Electronic Engine Controller 2,F003
-273861000,0CF00400,TRUE,Rx,0,8,F0,FF,93,24,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273861000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273861000,08FFF832,TRUE,Rx,0,8,0F,0,0,FF,FF,FF,FF,FF,Proprietary B,FFF8
-273860000,08FEF105,TRUE,Rx,0,8,FF,0,0,CF,FF,FF,FF,FF,Cruise Control/Vehicle Speed 1,FEF1
-273860000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,DC,0,FF,FC,Proprietary B,FF52
-273859000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,7F,CA,Proprietary B,FF71
-273859000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273857000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273857000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,18,1C,FF,Electronic Transmission Controller 1,F002
-273856000,0CF00503,TRUE,Rx,0,8,7D,FF,FF,7D,FF,FF,FF,FF,Electronic Transmission Controller 2,F005
-273856000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273856000,0CFF4503,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,Proprietary B,FF45
-273854000,18FFFE36,TRUE,Rx,0,8,2,FF,FF,FF,F0,FF,FF,FF,Proprietary B,FFFE
-273852000,10EFAF23,TRUE,Rx,0,8,F0,0D,F4,FF,FF,14,FF,FF,Proprietary A,EFAF
-273852000,0CF00300,TRUE,Rx,0,8,FF,FE,1C,FF,FF,FF,99,FF,Electronic Engine Controller 2,F003
-273851000,0CF00400,TRUE,Rx,0,8,F0,FF,92,24,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273851000,0CFFFE31,TRUE,Rx,0,8,5,1F,41,13,0,FF,FF,FF,Proprietary B,FFFE
-273851000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273850000,18F02300,TRUE,Rx,0,8,0,0,F0,FF,FF,0,FF,FF,Aftertreatment 1 SCR Dosing System Information 1,F023
-273850000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,E0,0,FF,FC,Proprietary B,FF52
-273850000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,8F,71,Proprietary B,FF71
-273849000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273849000,10EFAF31,TRUE,Rx,0,8,F0,0D,F3,FF,0,FF,FF,FF,Proprietary A,EFAF
-273849000,18FDC332,TRUE,Rx,0,8,0,FF,0,FF,FF,FF,FF,FF,Electronic Engine Controller 15,FDC3
-273848000,04EFFF05,TRUE,Rx,0,8,64,15,D0,F0,7D,17,10,0E,Proprietary A,EFFF
-273848000,08FFFEBE,TRUE,Rx,0,8,AC,FF,FF,F9,F9,FF,5,1,Proprietary B,FFFE
-273847000,10EFAF47,TRUE,Rx,0,8,F0,0D,F1,FF,FF,0,FF,FF,Proprietary A,EFAF
-273847000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-273847000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273846000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5A,Proprietary D,FF50
-273846000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,18,1C,FF,Electronic Transmission Controller 1,F002
-273846000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273845000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,4,Proprietary E,00FF
-273843000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-273842000,0CF00300,TRUE,Rx,0,8,FF,FE,1C,FF,FF,FF,99,FF,Electronic Engine Controller 2,F003
-273841000,0CF00400,TRUE,Rx,0,8,F0,FF,92,2A,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273841000,18EFFF00,TRUE,Rx,0,8,64,10,11,11,72,7,0,7D,Proprietary A,EFFF
-273841000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273841000,08FFF832,TRUE,Rx,0,8,AF,0,0,0,0,FF,FF,FF,Proprietary B,FFF8
-273840000,0CFDE605,TRUE,Rx,0,8,0,FA,FF,FF,FF,FF,FF,FF,Hydraulic Braking System,FDE6
-273840000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,E4,0,FF,FC,Proprietary B,FF52
-273839000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,9F,6C,Proprietary B,FF71
-273839000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273837000,04FF4903,TRUE,Rx,0,8,20,1F,0,2,88,13,88,13,Proprietary B,FF49
-273837000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,20,1C,FF,Electronic Transmission Controller 1,F002
-273836000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273832000,0CF00300,TRUE,Rx,0,8,FF,FE,1B,FF,FF,FF,99,FF,Electronic Engine Controller 2,F003
-273831000,0CF00400,TRUE,Rx,0,8,F0,FF,92,2C,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273831000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273830000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,E8,0,FF,FC,Proprietary B,FF52
-273830000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,AF,4B,Proprietary B,FF71
-273830000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273829000,04EFFF05,TRUE,Rx,0,8,64,15,D1,F0,7D,17,10,0E,Proprietary A,EFFF
-273828000,10EFAF47,TRUE,Rx,0,8,F0,0D,F2,10,FF,FF,FF,FF,Proprietary A,EFAF
-273827000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-273827000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273827000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5A,Proprietary D,FF50
-273826000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,20,1C,FF,Electronic Transmission Controller 1,F002
-273826000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273826000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,26,Proprietary E,00FF
-273824000,0CFFF336,TRUE,Rx,0,8,5,C4,3,FF,FF,FF,FF,FF,Proprietary B,FFF3
-273823000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-273822000,0CF00300,TRUE,Rx,0,8,FF,FE,1C,FF,FF,FF,99,FF,Electronic Engine Controller 2,F003
-273822000,0CF00400,TRUE,Rx,0,8,F0,FF,92,24,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273821000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273820000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,EC,0,FF,FC,Proprietary B,FF52
-273820000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,BF,56,Proprietary B,FF71
-273819000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273818000,0CFFF823,TRUE,Rx,0,8,80,C0,0,0,0,0,FF,FF,Proprietary B,FFF8
-273817000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273817000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,20,1C,FF,Electronic Transmission Controller 1,F002
-273812000,0CF00300,TRUE,Rx,0,8,FF,FE,1C,FF,FF,FF,99,FF,Electronic Engine Controller 2,F003
-273811000,0CF00400,TRUE,Rx,0,8,F0,FF,92,26,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273811000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273811000,08FFF832,TRUE,Rx,0,8,0F,0,0,FF,FF,FF,FF,FF,Proprietary B,FFF8
-273811000,18FDB300,TRUE,Rx,0,8,FF,FF,B2,2D,FF,FF,FF,FF,Aftertreatment 1 Outlet Gas 2,FDB3
-273810000,0CFEFA05,TRUE,Rx,0,8,FF,FF,FF,FD,FF,FF,FF,FF,Brakes 1,FEFA
-273810000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,F0,0,FF,FC,Proprietary B,FF52
-273810000,08FEF105,TRUE,Rx,0,8,FF,0,0,CF,FF,FF,FF,FF,Cruise Control/Vehicle Speed 1,FEF1
-273809000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273809000,0CEFFF31,TRUE,Rx,0,8,F7,1,FF,FF,FF,FF,FF,FF,Proprietary A,EFFF
-273809000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,CF,5,Proprietary B,FF71
-273809000,10EFAF31,TRUE,Rx,0,8,F0,0D,F4,FF,0,FF,FF,FF,Proprietary A,EFAF
-273808000,04EFFF05,TRUE,Rx,0,8,64,15,D2,F0,81,17,10,0E,Proprietary A,EFFF
-273808000,18FFF8BE,TRUE,Rx,0,8,71,FF,FF,FE,4,FF,FF,FF,Proprietary B,FFF8
-273807000,08FFFEBE,TRUE,Rx,0,8,AC,FF,FF,F9,F9,FF,5,1,Proprietary B,FFFE
-273807000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-273807000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273806000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5A,Proprietary D,FF50
-273806000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,20,1C,FF,Electronic Transmission Controller 1,F002
-273806000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273806000,10EFAF47,TRUE,Rx,0,8,F0,0D,F3,FF,FF,0,FF,FF,Proprietary A,EFAF
-273805000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,30,Proprietary E,00FF
-273805000,0CFF4503,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,Proprietary B,FF45
-273803000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-273802000,0CF00300,TRUE,Rx,0,8,FF,FE,1C,FF,FF,FF,99,FF,Electronic Engine Controller 2,F003
-273801000,0CF00400,TRUE,Rx,0,8,F0,FF,92,2A,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273801000,18F02300,TRUE,Rx,0,8,0,0,F0,FF,FF,0,FF,FF,Aftertreatment 1 SCR Dosing System Information 1,F023
-273801000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273801000,18FD7C00,TRUE,Rx,0,8,F8,80,F1,F3,3,CF,3,CF,Diesel Particulate Filter Control 1,FD7C
-273800000,18FDC332,TRUE,Rx,0,8,0,FF,0,FF,FF,FF,FF,FF,Electronic Engine Controller 15,FDC3
-273800000,18FFFE05,TRUE,Rx,0,8,16,0A,FF,7F,FF,FF,FF,FF,Proprietary B,FFFE
-273800000,08F00105,TRUE,Rx,0,8,FF,0,FF,CF,0,0,FF,FF,Electronic Brake Controller 1,F001
-273799000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,F4,0,FF,FC,Proprietary B,FF52
-273799000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,DF,18,Proprietary B,FF71
-273799000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273799000,18EFFF05,TRUE,Rx,0,8,F2,24,FC,FF,FF,FF,FF,FF,Proprietary A,EFFF
-273798000,18FFFEBE,TRUE,Rx,0,8,16,FF,8,DF,FF,FF,FF,FF,Proprietary B,FFFE
-273797000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273796000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,20,1C,FF,Electronic Transmission Controller 1,F002
-273796000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273795000,18EFFF26,TRUE,Rx,0,8,F1,7,0,0,FF,FF,FF,FF,Proprietary A,EFFF
-273792000,0CF00300,TRUE,Rx,0,8,FF,FE,1C,FF,FF,FF,99,FF,Electronic Engine Controller 2,F003
-273791000,0CF00400,TRUE,Rx,0,8,F0,FF,92,28,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273791000,08FFF832,TRUE,Rx,0,8,AF,0,0,0,0,FF,FF,FF,Proprietary B,FFF8
-273791000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273791000,18FEDF00,TRUE,Rx,0,8,83,20,1C,FF,FF,FF,FF,0,Electronic Engine Controller 3,FEDF
-273790000,0CFDD6D0,TRUE,Rx,0,8,1,0,1,0,FF,FF,FF,FF,Basic Joystick Message 1,FDD6
-273790000,18FF1905,TRUE,Rx,0,8,8B,0B,FF,FF,FF,FF,FF,FF,Proprietary B,FF19
-273790000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,F8,0,FF,FC,Proprietary B,FF52
-273789000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,EF,3F,Proprietary B,FF71
-273789000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273789000,18EF2617,TRUE,Rx,0,8,F1,8,0,40,0,0,2,0,Proprietary A,EF26
-273789000,1CFF7205,TRUE,Rx,0,8,0,0,15,1,FF,FF,FF,FF,Proprietary B,FF72
-273788000,04EFFF05,TRUE,Rx,0,8,64,15,D3,F0,81,17,10,0E,Proprietary A,EFFF
-273788000,0CFFFEBE,TRUE,Rx,0,8,F3,FF,FF,F0,FF,FF,FF,FF,Proprietary B,FFFE
-273787000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-273787000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273786000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5B,Proprietary D,FF50
-273786000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,20,1C,FF,Electronic Transmission Controller 1,F002
-273786000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273786000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,62,Proprietary E,00FF
-273785000,10EFAF47,TRUE,Rx,0,8,F0,0D,F4,0,FF,FF,FF,FF,Proprietary A,EFAF
-273783000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-273782000,0CF00300,TRUE,Rx,0,8,FF,FE,1C,FF,FF,FF,99,FF,Electronic Engine Controller 2,F003
-273781000,0CF00400,TRUE,Rx,0,8,F0,FF,92,1A,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273781000,18EFFF00,TRUE,Rx,0,8,64,23,FE,FA,0,FE,B0,3B,Proprietary A,EFFF
-273781000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273781000,18E0FF32,TRUE,Rx,0,8,FF,FF,FF,DF,FF,FF,FF,FF,Cab Message 1,E0FF
-273780000,0CFDD8F6,TRUE,Rx,0,8,1,0,FF,FF,FF,FF,FF,FF,Basic Joystick Message 2,FDD8
-273780000,18FEF200,TRUE,Rx,0,8,6F,0,FF,FF,FF,FF,FF,FF,Fuel Economy (Liquid),FEF2
-273780000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,C0,0,FF,FC,Proprietary B,FF52
-273779000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,0F,99,Proprietary B,FF71
-273779000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273778000,18FF19BE,TRUE,Rx,0,8,FF,FF,7C,6C,15,1,FF,FF,Proprietary B,FF19
-273777000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273777000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,20,1C,FF,Electronic Transmission Controller 1,F002
-273776000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273776000,0CFF4003,TRUE,Rx,0,8,3,0,0,0,FF,FF,FF,5,Proprietary B,FF40
-273772000,0CF00300,TRUE,Rx,0,8,FF,FE,1D,FF,FF,FF,99,FF,Electronic Engine Controller 2,F003
-273772000,0CF00400,TRUE,Rx,0,8,F0,FF,93,10,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273771000,04F00332,TRUE,Rx,0,8,FF,0,1D,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273770000,18D90531,TRUE,Rx,0,8,1E,13,50,0,0,80,FF,FF,Memory Access Request,D905
-273770000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,C4,0,FF,FC,Proprietary B,FF52
-273770000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,1F,84,Proprietary B,FF71
-273770000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273768000,04EFFF05,TRUE,Rx,0,8,64,15,D4,F0,81,17,10,0E,Proprietary A,EFFF
-273768000,08FFFEBE,TRUE,Rx,0,8,AC,FF,FF,F9,F9,FF,5,1,Proprietary B,FFFE
-273767000,10EFAF47,TRUE,Rx,0,8,F0,0D,F0,10,0,0,FF,FF,Proprietary A,EFAF
-273767000,0CFFF823,TRUE,Rx,0,8,80,C0,0,0,0,0,FF,FF,Proprietary B,FFF8
-273767000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-273767000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273766000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5B,Proprietary D,FF50
-273766000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,20,1C,FF,Electronic Transmission Controller 1,F002
-273766000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273765000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,4,Proprietary E,00FF
-273765000,0CFF1E03,TRUE,Rx,0,8,3,0,2,FF,83,F3,F0,5,Proprietary B,FF1E
-273765000,0CFF4103,TRUE,Rx,0,8,FF,FF,FF,FF,FF,8A,53,90,Proprietary B,FF41
-273764000,08F00136,TRUE,Rx,0,8,FF,FF,FF,CF,FF,FF,FF,FF,Electronic Brake Controller 1,F001
-273763000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-273763000,18FFFBAF,TRUE,Rx,0,8,0,20,0,0,40,3,FF,FF,Proprietary B,FFFB
-273762000,0CF00300,TRUE,Rx,0,8,FF,FE,1D,FF,FF,FF,99,FF,Electronic Engine Controller 2,F003
-273761000,0CF00400,TRUE,Rx,0,8,F0,FF,93,0C,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273761000,04F00332,TRUE,Rx,0,8,FF,0,1D,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273761000,08FFF832,TRUE,Rx,0,8,0F,0,0,FF,FF,FF,FF,FF,Proprietary B,FFF8
-273760000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,C8,0,FF,FC,Proprietary B,FF52
-273759000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,2F,A3,Proprietary B,FF71
-273759000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273757000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273757000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,20,1C,FF,Electronic Transmission Controller 1,F002
-273756000,0CF00503,TRUE,Rx,0,8,7D,FF,FF,7D,FF,FF,FF,FF,Electronic Transmission Controller 2,F005
-273756000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273756000,0CFF4503,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,Proprietary B,FF45
-273754000,18FFFE36,TRUE,Rx,0,8,2,FF,FF,FF,F0,FF,FF,FF,Proprietary B,FFFE
-273752000,0CF00300,TRUE,Rx,0,8,FF,FE,1C,FF,FF,FF,98,FF,Electronic Engine Controller 2,F003
-273751000,0CF00400,TRUE,Rx,0,8,F0,FF,93,18,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273751000,0CFFFE31,TRUE,Rx,0,8,5,1F,41,13,0,FF,FF,FF,Proprietary B,FFFE
-273751000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-273751000,0CFE4E31,TRUE,Rx,0,8,F4,FF,FF,FF,FF,FF,FF,FF,Door Control 1,FE4E
-273750000,18F02300,TRUE,Rx,0,8,0,0,F0,FF,FF,0,FF,FF,Aftertreatment 1 SCR Dosing System Information 1,F023
-273750000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,CC,0,FF,FC,Proprietary B,FF52
-273750000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,3F,BE,Proprietary B,FF71
-273749000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-273749000,18FDC332,TRUE,Rx,0,8,0,FF,0,FF,FF,FF,FF,FF,Electronic Engine Controller 15,FDC3
-273748000,04EFFF05,TRUE,Rx,0,8,64,15,D5,F0,81,17,10,0E,Proprietary A,EFFF
-273747000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-273747000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-273746000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5A,Proprietary D,FF50
-273746000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,20,1C,FF,Electronic Transmission Controller 1,F002
-273746000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-273746000,10EFAF47,TRUE,Rx,0,8,F0,0D,F1,FF,FF,0,FF,FF,Proprietary A,EFAF
-273745000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,26,Proprietary E,00FF
-273745000,18D83105,TRUE,Rx,0,8,1E,11,FF,FF,FF,FF,FF,FF,Memory Access Response,D831
-273743000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-273742000,1CEC3105,TRUE,Rx,0,8,10,9,0,2,2,0,D7,0,Transport Protocol - Connection Mgmt,EC31
-273741000,0CF00300,TRUE,Rx,0,8,FF,FE,1C,FF,FF,FF,98,FF,Electronic Engine Controller 2,F003
-273741000,0CF00400,TRUE,Rx,0,8,F0,FF,93,1E,1C,FF,F0,FF,Electronic Engine Controller 1,F004
-273741000,04F00332,TRUE,Rx,0,8,FF,0,1C,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
